code,pred,keyword,product_name_text,generic_name_text,manual_label
2200214695964,skincare,creme,2in1 handcreme soforthilfe,,
4008233174792,skincare,douche,Kneipp Soft Skin Amandelbloesem Douchegel,Bescherm en verzorg je droge en gevoelige huid met Kneipp Amandelbloesem Douchegel. De douchegel heeft de heerlijke geur van amandel en maakt je huid weer soepel en zacht.,
8720181573552,skincare,douche,Dove Men+Care Sandalwood & Vanilla 3-in-1 Douchegel,,
8710198369453,skincare,face wash,Gentle Face Wash,,
8901548146873,skincare,face wash,Everyuth face wash,,
4005900900593,skincare,body lotion,Body Lotion Lavendel,,
5060144645562,skincare,razor,Original bamboo razor Set,,
5901887029687,skincare,exfoliant,Manuka Tree - Exfoliante Facial Purificador,,
0745114958297,skincare,body lotion,Magic Men Women,super moisturizing body lotion,
3596710524396,skincare,creme,Q10 - creme nuit anti-rides,Q10 - creme nuit anti-rides,
8718801812747,skincare,spf,Drs Leenarts Suncare SPF50 Spray,,
9311679293268,skincare,lip balm,Acai Berry Lip Balm,,
5704947016661,skincare,creme,O'KEEFFE'S WORKING HANDS Handcreme,,
2000004089221,skincare,serum,serum be beauty ácido hialuronico 30ml,,
8710908877681,skincare,shower cream,Mineral Therapy Shower Cream,,
4005800034329,skincare,crème,Crème mains,,
2272105224539,skincare,face wash,Detoxifying Charcoal Face Wash,,
6295120054123,skincare,body wash,Dettol Zing antibacterial body wash 500ml,,
5900017095615,skincare,deodorant,NIVEA Dry Fresh Antitranspirant Spray,Nivea Dry Fresh Anti-Transpirant Spray geeft 48 uur lang een effectieve transpiratie regulerende werking met een extra fris gevoel. De deodorant droogt snel en geeft je een extra droog gevoel.,
6161106611959,skincare,bar soap,POPCO BAR SOAP,,
4311596603572,skincare,creme,Blütezeit erfrischende Zahncreme mit Bio-Nanaminze,,
4008233131757,skincare,creme,Sensitiv Handcreme Mandelöl,,
42419785,skincare,creme,Handcreme,,
4744183016002,skincare,crème,Crème de nuit,,
5060060211247,skincare,hand soap,Windermere Lake Hand Soap,,
0062600316646,skincare,body wash,Restorative Skin Therapy Sulfate-Free Body Wash,,
4008233161235,skincare,creme,Cremedusche,,
3401560254686,skincare,collagen,Collagene+,,
10922914,skincare,creme,Creme main nutrition beurre de karite amande douce et huile d argan,,
4056489235972,skincare,anti-transpirant,Cien Men Anti-Transpirant Extra Dry,Lidl Deo,
8906087771326,skincare,face mask,mamaearth Ubtan Face Mask FOR SKIN BRIGHTENING &Apricot Oil,,
8809370696286,skincare,cleanser,Clean It Zero Foam Cleanser,,
3282770073812,skincare,gel douche,Klorane Gel Douche Surgras Mûre Mystère,,
3770011315048,skincare,booster,SKIN BOOSTER,,
3662217022731,skincare,visage,Lait solaire visage & corps,,
3831070656463,skincare,calming,Aloe Vera calming jelly,,
3401381332846,skincare,pore,Sebiaclear Mat+ Pores creme,,
3701120000266,skincare,serum,Hair serum,,
3770005171100,skincare,savon,Savon d'Alep,,
3245678599853,skincare,crème,Crème pieds anti-dessèchement,Crème pieds anti-dessèchement,
0815402023355,skincare,crème,Curl Crème,,
3574661288345,skincare,cleanser,Hydro Boost Cleanser Water Gel,,
5028197946937,skincare,serum,Pepins de raisin Serum brillance,,
4005900118165,skincare,creme,Sonnencreme 20 Bornze,,
8718951770744,skincare,scrub,Palmolive Thermal Mineral Massage Shower Scrub Douchegel,"Spoel alle spanning weg met Palmolive Aroma Sensations Feel the Massage Douchegel. De scrub van dode zeezout, aloë vera en watermunt ruikt niet alleen heerlijk, maar doet je huid ook herleven door het lichte peeling effect.",
3600551055022,skincare,nettoyant,Eau nettoyante,,
3606000552593,skincare,nettoyant,nettoyant moussant visage,,
0041388007816,skincare,lip balm,Blistex regular lip balm,,
2000000151856,skincare,moisturizer,Stem Cellular Anti-Wrinkle Moisturizer,,
8436097095735,skincare,gel douche,Gel douche plaisir Grenade Rose,,
3245678704394,skincare,nettoyant,Cosmia b - eau nettoyante - à l'huile d'amande douce - bébé - 250ml,Cosmia b - eau nettoyante - à l'huile d'amande douce - bébé - 250ml,
3700914602600,skincare,visage,Huile soyeuse visage et cou,,
5000174244823,skincare,antiperspirant,Antiperspirant cream stick,,
3549620033090,skincare,lait corps,Lait corps nourrissant huile d'argan,,
3522930001096,skincare,hydratant,Crème sorbet hydratante,,
3700526006773,skincare,crème,Crème réparatrice mains & corps,,
4061463064103,skincare,body cream,Lacura Spa Celebration Moisturizing Body Cream,,
8411135483262,skincare,spf,Sunnique Sport bruma protectora vitEox 80 SPF50+,,
5902811788373,skincare,crème,Crème régénératrice peau des mains,,
3662217008100,skincare,crème,Crème visage et corps,,
0022796172204,skincare,body wash,Extra Hydrating  Shea Butter Body Wash for Very Dry Skin 577ml,,
3245678671146,skincare,savon,Savon doux à l'huile d'amande douce,Savon doux à l'huile d'amande douce,
3286010050649,skincare,gel douche,Gel douche gourmand,,
4005800098833,skincare,body lotion,Nivea Rich Firming Q10 + Vitamin C Body Lotion 400mL,,
3378872135012,skincare,cleanser,White Clay Mattifying Cleanser,,
4005900339263,skincare,soothing,soothing,,
4006000177243,skincare,exfoliant,NIVEA Luminous630 Skin Glow Liquid Refiner Exfoliant,,
3600551186900,skincare,crème,crème lavante huile de coco,,
9316542150808,skincare,serum,Aromatherapy Multi Vitamin All Day Serum 50ml,,
8700216165914,skincare,essence,Herbal Essences Coconut Scent Shampoo,,
3660005761855,skincare,gel douche,Gel Douche Parfumé,,
3760100680355,skincare,aloe vera,Gommage aloe vera Evoluderm,,
20330392,skincare,lifting,Mascarilla efecto lifting,,
4017645016668,skincare,creme,Couperose Creme,,
07173554,skincare,douche,Bain Douche Parfumé,,
0124599801708,skincare,creme,NIVEA Creme,,
3600542651134,skincare,booster,Garnier SkinActive Glow Booster Reinigingsgel,,
4006000043487,skincare,serum,Body Öl-Serum Anti-Dehnungsstreifen,,
4006000068145,skincare,crème,NIVEA Luminous630 Anti-Striae Bodycrème,,
8712561920872,skincare,déodorant,REXONA Déodorant Femme Bille Fraicheur Continue 50ml Lot de 2,Déodorant Femme Bille,
7702018621293,skincare,shave,Shave Foam,,
7506267923791,skincare,savon,Savon liquide pour les mains à la mangues,,
9355904000184,skincare,collagen,COLLAGEN INNER BEAUTY CHEF,,
8714789703015,skincare,bar soap,Bar soap,,
8719134133967,skincare,shave,shave rasierschaum,,
8938509087050,skincare,hydrating,Alvextra Skin Hydrating Cream,,
8720181336058,skincare,shower gel,Shower Gel Eucalyptus & Citrus,,
5203069091056,skincare,cleanser,Travel Size Greek Yoghurt Foaming Cream Cleanser,,
23460232,skincare,creme,Tagescreme Bio-Mandel,,
8718951573109,skincare,douche,Sanex Zero% Nourishing Douchegel,,
6132064300155,skincare,crème,Crème confiante lesaine restore,,
3574661701370,skincare,gel douche,Gel douche verveine citron,,
8717953245434,skincare,sunscreen,Dermatologist Sunscreen SPF 50,,
3760104701193,skincare,savon,Savon liquide de Marseille,,
8690587001952,skincare,deodorant,Slazenger ActiveSport Gold Erkek Deodorant Sprey 150 ml,,
0003400934615,skincare,uva,"Doliprane 2,4% sans sucre (suspension buvable)",,
42231516,skincare,scrub,Scrub,,
40133218,skincare,essence,Dove DermaSpa Crème Hydratante Corps Nutri Essence Pot 300ml,Crème Hydratante Corps,
8713745786185,skincare,crème,Crème pour les mains Hema,,
8710447381021,skincare,gel douche,Dove Gel Douche Soin Apaisant 750ml,Gel Douche,
3770002220542,skincare,savon,Savon artisanal du Val d'argent,,
8710447342497,skincare,gel douche,Axe Gel Douche Homme Dark Temptation 12h Parfum Frais 2x400ml,Gel Douche Homme,
0885492857437,skincare,cleanser,Renewing SA Cleanser,,
3701129810088,skincare,spf,Bioderma cicabio creme + spf50,,
6136908000324,skincare,mousse a raser,Mousse a raser,,
0681131436472,skincare,hydration,Hydration Gel,,
0345334310167,skincare,moisturizing,Vanicream Moisturizing Lotion,,
3245678044414,skincare,gel douche,Cosmia gel douche lait hydratant a la noix de coco,Cosmia gel douche lait hydratant a la noix de coco,
3661467002333,skincare,anti-âge,Contour des yeux anti-âge expert,,
4009175963093,skincare,aloe vera,Crème lavante mains aloe vera,,
4025089073161,skincare,crème,Crème pour les mains bio goji & olive,,
8901248126489,skincare,body lotion,boro plus body lotion aloe neem,,
3596710525683,skincare,gel douche,"Cosmia gel douche moussel "" classic"" 750ml","Cosmia gel douche moussel "" classic"" 750ml",
3380810427318,skincare,cleanser,Purifying Gentle Foaming Cleanser,,
4088600292533,skincare,shower cream,Lacura sensitive shower cream,,
4005900460165,skincare,spf,NIVEA Sun Protect & Bronze SPF50 Zonnebrandspray,De formule van NIVEA SUN Protect & Bronze SPF50 Zonnespray beschermt direct tegen zonnebrand en vroegtijdige huidveroudering én activeert je bruine kleur. Stimuleert het huideigen bruiningsproces (in vitro) en bevat 0% zelfbruiner.,
00000735,skincare,crème,Crème pour barbe,,
5060144644077,skincare,body lotion,Original Body Lotion,,
8906087771333,skincare,sunscreen,Mama Earth ultra light Indian sunscreen,,
4066447377309,skincare,creme,Balea Pflegecreme mit magisch-verwunschenem Duft,,
3600551154411,skincare,deodorant,Intraçable deodorant,,
8886467060854,skincare,bar soap,& Vaseline Jelly Vaseline. HEALTHY PLUS BAR SOAP H,,
4305615861937,skincare,serum,Alterra Hyaluron Serum,,
8718951638846,skincare,crème,Palmolive Naturals Jasmine & Milk Douchecrème,,
3245678562901,skincare,douche,Shampoing douche fresh 3 in 1,Shampoing douche fresh 3 in 1,
7026110003260,skincare,shave,Asan Intimvask Shower/Shave 220ml,,
8904256000956,skincare,shower gel,Nivea shower gel,,
8904026645929,skincare,moisturizer,Lacto calamine moisturizer,,
8720181494253,skincare,soothing,Dove Soothing Caring Bath Badcrème Amandelolie & Hibiscus 450 ml,,
3600524197742,skincare,moisturizer,L'Oréal Paris Men Expert Derma Control Oil Control Moisturizer,,
5712873282302,skincare,shaving,"Shaving Gel, Sensitive, with Aloe Vera & Vitamin E",,
3282770072747,skincare,spf,Spray Protect Kids SPF50+,,
4001638080040,skincare,serum,WELEDA Serum Reafirmante,,
24006033,skincare,aloe vera,Loción corporal aloe vera,,
8719134160826,skincare,shower gel,Harmonising foaming shower gel - The Ritual of Ayurveda,,
8714100138649,skincare,savon,Monsavon Anti-Transpirant Femme Spray Compressé Vanille Toute Délicate 2x100ml,Déodorant Femme Spray Anti Transpir,
8437016547137,skincare,déodorant,Nanös - Déodorante Natural Spray,,
5410103002170,skincare,crème,L'Oréal Paris Excellence Crème 3 Donkerbruin Permanente Haarverf,"Ontdek nu deze permanente haarkleuring met drievoudige verzorging voor een rijk en levendig kleurresultaat. L'Oréal Paris Excellence Crème 3 Donkerbruin Haarkleuring beschermt, voedt en verzorgt je haar.",
6902395501992,skincare,micellar,Garnier Micellar Water,,
9341110079854,skincare,mist,Jasmine Sun Body Mist,,
3383482307926,skincare,savon,Doses de lessive liquide au savon noir,,
0021130746583,skincare,body wash,signature care sensitive skin body wash,,
5031413935332,skincare,ceramide,Ceramide,,
3245678689493,skincare,nettoyant,Gel nettoyant intime apaisant,Gel nettoyant intime apaisant,
0792734300265,skincare,blemish,Anti-Blemish Facial Wash,,
3337875526821,skincare,spf,Anthelios Bruneau vitale 50spf,,
7640176152931,skincare,crème,Hydra-lyn Crème Visage,Crème hydratante visage,
4005900939777,skincare,shower gel,Shower Gel,Shower Gel,
3596200064432,skincare,hydratant,Contour des Yeux hydratant,fluide hydratant pour le contour des yeux,
5099821001919,skincare,hydration,Silk Hydration Aid Soft Face,,
8710537040418,skincare,crème,Biodermal Anti Age 40+ Dagcrème,Met de jaren ontstaan er rimpels en verliest je huid aan elasticiteit. Biodermal Anti Age 40+ Dagcrème vermindert rimpels en verstevigt de verslapte huid van je gezicht en hals intensief.,
9327693007576,skincare,blemish,Blemish control,,
8901088051613,skincare,body lotion,Parachute Body Lotion,,
4006000172378,skincare,spf,NIVEA Sun Breathable Uv Specialist SPF50+ Light Tinted Ultra Light Daily Fluid,,
2000000107541,skincare,savon,Savon de Marseille olive MAITRE SAVON,,
0810137461267,skincare,peptide,colostrum & collagen peptides,,
3600524066499,skincare,crème,L'Oréal Paris Age Perfect Cell Renaissance Midnight Nachtcrème,,
4005800309854,skincare,sun protection,Sun Protection Oil Control 50+,,
3661434003882,skincare,crème,CRÈME LAVANTE,,
0071249363249,skincare,clay mask,Pure clay mask,,
3450970024440,skincare,nettoyant,Nettoyant vitres,,
0840155604742,skincare,spf,Broad Spectrum SPF 50,,
8700216607421,skincare,deodorant,Old Spice Epic Legend Deodorant Stick,,
8901396368502,skincare,shower gel,Dettol Lime Fresh Shower Gel,,
8718951185784,skincare,hygiene,Palmolive Håndsåpe Hygiene Plus Sensitiv 300ml,,
4006000210926,skincare,anti-transpirant,NIVEA Men Black & White Invisible Original Antitranspirant Spray,Je witte kleding blijft wit en je zwarte kleding zwart dankzij Nivea Men Invisible For Black & White Anti-Transpirant Spray. De antitranspirant beschermt je oksels 48 uur lang tegen transpiratie.,
4011200115902,skincare,creme,Rasiercreme Sensitive (with Palm Extract),,
3600551072098,skincare,déodorant,Déodorant tonique 24h stick large,,
8001090639738,haircare,shampoo,Head & Shoulder Shampoo Deep Cleansing 225ml,,
8480000442185,haircare,argan oil,Mascarilla sin aclarado Argan Oil,,
3600542460439,haircare,shampoo,Garnier Loving Blends Kids Abrikoos 2-in-1 Shampoo & Conditioner,,
5037156251883,haircare,frizz,frizz ease,,
0765573949292,haircare,hair oil,Herbal hair oil,,
8998866106399,haircare,shampoo,ZINC ANTI DANDRUFF SHAMPOO,,
4015100190199,haircare,hairspray,Max Hold Hairspray,,
3596710538720,haircare,cheveux,Pince cheveux,Pince cheveux,
8700216533072,haircare,shampoo,DermaXPro by Head & Shoulders Sensitive Antiroosshampoo,,
0022796170811,haircare,shampoo,Hibiscus Shampoo,,
4987046700322,haircare,shampoo,Kaminoto shampoo 180ml,,
5060120169280,haircare,shampoo,ginger shampoo,,
0021959051165,haircare,hair oil,Premium Argan Hair Oil,,
4066447330915,haircare,shampoo,Shampoo repair & care,,
8901207038457,haircare,hair oil,Vatika Enriched Coconut Hair Oil,,
7290011521141,haircare,hair mask,Moroccanoil Restorative Hair Mask 250ml,,
4015100292312,haircare,shampoo,Schauma for men shampoo,,
0875408004345,haircare,coiffure,Le Site Officiel Des Nouvelles Coiffures,,
8001090384034,haircare,shampoo,Head & Shoulder Shampoo Classic Clean 90ml,,
4056489994145,haircare,shampoo,Shampoo,,
8717163689844,haircare,shampoo,LOVE BEAUTY AND PLANET Shampoing Éclosion de Couleur 400ml,Shampooing,
3250392602840,haircare,shampoo,Shampooing familial 2en1,Shampooing,
8712207080250,haircare,wave,cb12,Behandel en voorkom een slechte adem met CB12 Regular Mondwater. CB12 voorkomt tot wel 12 uur lang de vorming van stinkende zwavelgassen in je mond.,
3489940070590,haircare,shampoo,Shampooing Douche Fruits D'été Bio - 1L - Ce'Bio,,
0022796918925,haircare,conditioner,Coconut Milk Conditioner,,
8021983812680,haircare,shampoo,Fisio Shampoo,,
3245678612613,haircare,gel coiffant,Gel coiffant fixation extrême,Gel coiffant fixation extrême,
10522767,haircare,shampoo,Dog anti mites & itch relief shampoo,,
30152199,haircare,volume,L'Oréal Paris Color Riche 570 Worth It Intense Intense Volume Matte Lippenstift,,
0022400393735,haircare,conditioner,conditioner flawless curls,,
4025089078142,haircare,styling mousse,Styling mousse,,
0011131399802,haircare,shampoo,Golden morocco argan oil shampoo,,
8901088210577,haircare,hair oil,Hair Oil,,
5010724526774,haircare,shampoo,Original Dry Shampoo,,
8402001005671,haircare,shampoo,ZERO SHAMPOO,Champú para cabello,
0381519186769,haircare,conditioner,Miracle Moist Conditioner,,
3760060280367,haircare,cheveux,Cheveux et onglew,,
5701058010281,haircare,shampoo,Shampoo conservador da cor,,
6937854918035,haircare,shampoo,shampoo Vrizz,,
6281006443617,haircare,conditioner,conditioner color protect,,
8435268322939,haircare,curl,"Gel activador de rizos, sublimador curl",,
3348901141628,haircare,curl,Diorshow iconic overcurl 684,,
8006540498576,haircare,conditioner,REPAIR Argan oil vegan conditioner,,
01134162,haircare,shampoo,Gliss Oil Nutritive Shampoo,,
8051414384356,haircare,shampoo,shampoo capelli ricci,,
6291069756357,haircare,shampoo,Dabur amla kids shampoo,,
4015100336702,haircare,shampoo,Kosmetik - Haare - Shampoo Syoss Keratin,,
8001841413563,haircare,shampoo,Deep Hydration With Coconut Oil Anti-dandruff Shampoo,,
8719587159583,haircare,styling mousse,Care Styling mousse mega strong,,
3600542117920,haircare,shampoo,Shampoo fructis aloe hydra bomb,,
0736990013552,haircare,shampoo,veterinary formula oatmeal and tea tree oil shampoo 16 oz,,
8904091136063,haircare,scalp,Scalpe Pro,,
3612623383452,haircare,shampoo,All Soft Shampoo,,
9000101207453,haircare,shampoo,Anti Fett Shampoo,,
8904109463082,haircare,hair oil,Patanjali Kesh Kanti Hair Oil,,
9310692415145,haircare,dandruff,anti dandruff scalp care,,
5017634119003,haircare,frizz,Frizz Ease Dream Curls Curl Reviver Mousse,,
3564700850688,haircare,gel coiffant,Gel coiffant effet mouillé,,
5028197171865,haircare,argan oil,Wilderness Argan oil,,
3600524082192,haircare,brunette,L'Oréal Paris Infaillible Brow 12H 3.0 Brunette Definer Pencil,,
8719134161076,haircare,shampoo,Scrub and Shampoo,,
8411126066429,haircare,shampoo,Shampooing,,
0071164303160,haircare,shampoo,Argan oil repairing shampoo,,
9551345259789,haircare,shampoo,Spray shampoo,,
8720181576652,haircare,shampoo,Andrélon Kokos Volume Boost Volumegevende Shampoo,,
5011321595200,haircare,shampoo,Shampoo,,
3600524057473,makeup,foundation,L’Oréal Paris 9.5N True Match Foundation,,
3517360027761,makeup,correcteur,Sérum correcteur éclat,,
0072785117082,makeup,nail polish,Non-acetone nail polish remover,,
3662217005147,makeup,contour,Soin Contour Des Yeux à L'huile De Karité Bio - Avril,,
4066447094497,makeup,concealer,Make-up & Concealer 10,,
30152618,makeup,lipstick,Maybelline New York Superstay Vinyl Ink 110 Awestruck Lipstick,,
3600531702038,makeup,foundation,Maybelline New York Lifter Stix 20 Foundation Stick,,
4602006348443,makeup,lipstick,Influence Beauty Lipstick Balm Glow Injection 04 Science Fiction - Moisturizing Lip Balm with Glossy Finish,,
4059729195715,makeup,nail polish,Shine Last & Go Gel Nail Polish 46 Black Is Back,,
8402001010750,makeup,long lasting,Perfilador de labios Long Lasting 11 nude,,
3600523635634,makeup,foundation,L'Oréal Paris True Match 0.5N Porcelain Foundation,L Oréal Paris True Match 0.5 N Porcelain Foundation is een medium dekkende foundation met een natuurlijke finish en SPF17.,
3380380051197,makeup,poudre,Lessive poudre,,
4005900639523,makeup,makeup remover,Nivea Eye Makeup Remover Glow Double Effect 125ml,,
5060406143843,makeup,foundation,HD foundation,,
8901012100578,makeup,powder,Johnson's Baby Powder,,
6970183710161,makeup,powder,Face powder cream,,
3532663067061,makeup,rouge à lèvres,rouge à lèvres,,
3600523971312,makeup,gloss,L'Oreal Plump in Gloss Brillant Signature Soar 402,,
3323030000619,makeup,mascara,triple action black mascara,,
0035000985378,makeup,lash,Cool Splash Scent,,
6928609066156,makeup,primer,perfecting primer,,
3660005297347,makeup,fard à paupières,Fard à paupières,,
9789025753856,makeup,lash,Raller Lash,,
3600524190170,makeup,concealer,L'Oréal Paris Infaillible Skin Ink 40 2-in-1 Foundation & Concealer,,
3600531609702,makeup,gloss,Maybelline Color Sense Lifter Gloss Crystal 10,,
3600531549374,makeup,foundation,Maybelline New York Fit Me Matte & Poreless 97 Natural Ivory Foundation,"Maybelline Fit Me Matte & Poreless 97 Natural Ivory Foundation past bij de ondertoon en textuur van je huid en heeft een natuurlijke, matte finish.",
8009518198317,makeup,primer,Face perfect primer,,
3574661728216,makeup,powder,Johnson’s baby powder,,
30144651,makeup,gloss,Lifter Gloss,,
6914371210576,makeup,bronzer,Highlighter and Bronzer,,
5410443814501,makeup,primer,SUPPRIMER,,
5021044013332,makeup,mascara,Maybelline New York Volum'Express Black Mascara,,
3401373541324,makeup,poudre,bicare plus poudre,,
4809012175029,makeup,nail polish,Jackie nail polish remover,,
