code,manual_label
4260285396311,haircare
8480000443373,haircare
4072600255285,haircare
3574661474915,haircare
4066447276787,haircare
0720260691779,haircare
8008970011622,haircare
3600523426492,haircare
0803954303292,haircare
0052800673779,haircare
4021457620005,haircare
4897077947583,haircare
8022297064253,haircare
4987176072993,haircare
8410436354622,haircare
4800888151704,haircare
4010355306456,haircare
5410091778484,haircare
8480017166487,haircare
8717644384329,haircare
3327520004347,haircare
8901030996153,haircare
0022400393735,haircare
4058172786716,haircare
8712561571333,haircare
3600542572163,haircare
0079400588531,haircare
0764302023111,haircare
71196466,haircare
4208862772000400,haircare
8710522682319,haircare
7897515655411,haircare
8480000442536,haircare
8700216500739,haircare
6291069701272,haircare
3474636628902,haircare
8006530004480,haircare
0065743085080,haircare
0022400393759,haircare
8901030704307,haircare
4015100292152,haircare
4021457640829,haircare
3600524148881,haircare
3350033156678,haircare
3600523966042,haircare
8719238021139,haircare
4008666218384,haircare
9300607375008,haircare
0813481020579,haircare
3600551103693,haircare
5037156298611,haircare
3760121213518,haircare
3560071257293,haircare
3760100683097,haircare
5410091775605,haircare
0022796936110,haircare
8004395007509,haircare
0044386120150,makeup
30188266,makeup
3600531549381,makeup
8696630139306,makeup
4010355411266,makeup
5000119700018,makeup
3600531718404,makeup
30197176,makeup
0773602040605,makeup
30096615,makeup
4005900583079,makeup
0609332848399,makeup
0717897059515,makeup
5037156251241,makeup
4059729542113,makeup
30152434,makeup
0609332833920,makeup
3600521627419,makeup
01897166,makeup
3600531300357,makeup
8830000025466,makeup
4059729542151,makeup
3600530559329,makeup
4059729542052,makeup
3700756606514,makeup
3600522862574,makeup
3600523527885,makeup
3600531700386,makeup
0855586004375,makeup
4059729393807,makeup
4002554155324,makeup
4059729381941,makeup
3600523924226,makeup
3600531453435,makeup
3600523783809,makeup
2050002983106,makeup
3700843521256,makeup
3600523635627,makeup
5028197121990,makeup
8606019175511,makeup
4250947512265,makeup
30190160,makeup
4066447080810,makeup
3600531697426,makeup
3600531721022,makeup
3600523611904,makeup
3600531537289,makeup
3600531632410,makeup
