code,imgid,pred,keyword,strong,product_name_text,generic_name_text
0724742010133,2,haircare,shampoo,True,Hawaiin Shampoo,
0729238100510,1,skincare,hydratant,False,fluide hydratant shisheido men,
0729238139237,1,makeup,contour,False,Future Solution LX Sérum Intensif Contours Fermeté Shiseido,
0730852167094,1,skincare,hydratant,False,Pureness Gel-Crème hydratant Shiseido,
0735303381050,4,skincare,deodorant,True,soft & dri deodorant,
0738678240755,3,skincare,body wash,True,American Crew Classic Body Wash,
0751672010520,1,skincare,cleanser,True,Foaming Facial Cleanser,
0764302231042,1,haircare,shampoo,True,INTENSIVE HYDRATION SHAMPOO,
0764560540023,1,skincare,sheet mask,True,Cranberry & Apple Sheet Mask,
0768614139584,1,skincare,hydratant,False,Crème ultra-hydratante invisible Shiseido,
0768614191100,5,skincare,spf,False,Benefiance NutriPerfect Crème de Jour SPF15 Shiseido,
0800897140410,1,makeup,powder,False,Powder puff Amour d'adolescent,Crème pour les lèvres en poudre
0809280134869,1,skincare,nettoyant,True,Crème nettoyante au soja,
0815151024573,1,haircare,conditioner,True,Amika Bust Your Brass Cool Blonde Conditioner Sea Buckthorn Berry (Obliphica),
0815921017101,1,haircare,shampoo,True,Volumising shampoo,
0815921017118,1,haircare,conditioner,True,Volumising conditioner,
0816657022872,3,makeup,fond de teint,True,fond de teint satiné longue tenue,
0817574015831,1,haircare,shampoo,True,Amika Triple Rx Shampoo Sea Buckthorn Berry (Obliphica),
0817574018801,2,haircare,conditioner,True,Amika Triple Rx Conditioner Sea Buckthorn Berry (Obliphica),
0817574019808,1,skincare,serum,True,eva nye hair serum,
0817939012475,1,skincare,nettoyant,True,Nettoyant Multi-usages Spray écologique Pamplemousse Rose ? ? Method?,
0827160106249,1,haircare,silicone,False,Pjur Original Bodyglide Silicone Based Lubricant 100ML,
08227973,2,makeup,bb cream,True,Lift me Up Anti Aging BB Cream 10in1,
0834893002328,1,makeup,foundation,True,Phyto-Pigments Flawless Serum Foundation,
0839901003588,1,skincare,crème,False,Crème mains,
0840749002213,4,makeup,nail polish,True,Nail Polish Remover,
0853382004049,1,skincare,moisturizer,False,Face Moisturizer,
0882381080693,1,skincare,peel,False,Peeling jeunesse resurfaçant de l'institut,
0884486255587,1,haircare,curl,False,True Textures Curl Define,
0884486282453,2,haircare,shampoo,True,Raw Uplift Shampoo,
0890397002684,1,skincare,sunscreen,True,SPF 50+ sunscreen for healthier babies,
0890397002790,1,skincare,sunscreen,True,SPF 50+ sunscreen for healthier athletes,
0893689001235,1,makeup,lash,False,Revitalash Advanced Sérum Pour Cils,
0896364002312,1,haircare,olaplex,False,Olaplex Bond Multiplier No. 1,
0896364002329,1,haircare,olaplex,False,Olaplex Bond Perfector No. 2,
09597761,1,makeup,mascara,True,longeyes+ Active Mascara,
10426517,1,skincare,hygiene,False,Stérimare Hygiene du Nez,
11415567,1,skincare,crème,False,Crème mains concentrée,
13282020,1,skincare,spf,False,Seaweed mattifying moisture lotion spf 15,
15681132,2,skincare,deodorant,True,Cedrat stick deodorant,
15812216,1,skincare,crème,False,weleda crème pour le change,
1683737063280,1,skincare,douche,False,Gelée de douche,
19216768,1,skincare,crème,False,crème anti âge ,
2019994999991,1,makeup,top coat,False,Top coat quick dry,
2023730999992,1,skincare,body cream,True,Go With The Flow Body Cream,
20231491,1,skincare,crème,False,crème solaire sport CIEN,
20477127,1,skincare,shower gel,True,Orange Shower Gel,
20561802,1,skincare,crème,False,Crème mains Fleur de Cerisier,
20696443,1,makeup,primer,True,SUPPRIMER,
20703110,1,makeup,contour,False,Contour des yeux formule au myramaze,
20978464,1,haircare,shampoo,True,Après shampooing fantastic volume,
2200017390226,1,skincare,creme,False,Wildrose Intensiv pflegende Handcreme,
22113283,1,skincare,shave,False,Rasierwasser  After Shave,
22136473,1,haircare,shampoo,True,Shampoo Mandelmilch,
22537393,1,skincare,creme,False,Cremedusche  Milch&Honig,
24047357,1,haircare,shampoo,True,Shampooing Classic,
2601010701505,1,haircare,shampoo,True,Shampooing soin clarifiant,
26015682,1,makeup,primer,True,SUPPRIMER,
27041499,3,skincare,savon,True,Savon liquide anti bactérien ,
27044759,1,skincare,deodorant,True,Deodorant Aldi MARE for Men,
2760069594343,1,haircare,cheveux,False,Gel douceur corps & cheveux ultra démêlant,
30095298,1,makeup,vernis à ongles,True,Vernis à ongles,
3010351752715,1,skincare,douche,False,Douche douceur,
3010354000011,1,skincare,savon,True,Savon de marseille,
3014230558078,6,haircare,cheveux,False,Timotei Spray Fixant A l'Extrait Naturel de Citron Fixation Extra Forte 250ml,Aerosol cheveux
3014260027414,1,skincare,crème,False,Crème adhésive prothèses dentaires fixation extra forte,
3014284027445,2,skincare,crème,False,Fixation extra forte,Crème adhésive pour prothèses dentaires
30136304,1,makeup,vernis à ongles,True,Vernis à ongles,
3048090040251,2,makeup,poudre,False,Poudre dentaire blanchissante,
3052503573205,2,skincare,crème,False,cc crèmes,
3052503602318,1,makeup,anticernes,True,bourjois happy light anticernes ultra unifiant ,
3052503702124,1,makeup,mascara,True,mascara Twist up the Volume,
3052503757438,1,makeup,blush,True,Bourjois blush rose ambré 74,
3052505240211,1,makeup,eye shadow,True,Frosty eye shadow - ombre à paupières,
3058320021011,1,skincare,déodorant,False,Déodorant Narta,
3058320047042,1,skincare,lait corps,True,Mixa Intensif peaux sèches lait corps réparateur ,
3058320060010,1,haircare,gel coiffant,True,Vivelle DOP Gel coiffant aux vitamines fixation forte,
3059944117340,1,skincare,crème,False,Crème Douche,
3140100149241,3,makeup,blush,True,Blush Satiné,
3140100251432,1,haircare,cheveux,False,Keranove masque intense cheveux colorés ,
3140100366525,1,haircare,shampoo,True,Shampooing expert anti pelliculaire,
3141380352642,1,skincare,lait corps,True,Lait corps extra-nourissant,
3145891320572,1,makeup,poudre,False,poudre ,
3153716003517,4,skincare,crème,False,crème de jour anti-âge lissante,
3165830003304,1,skincare,savon,True,Savon miel propolis,
3178040622128,2,haircare,curl,False,Got2b Twisted Hold 3 Curling Mousse,
3178041308175,1,haircare,volume,False,S. ultime Cire Volume 100ML,
3178041308793,2,skincare,essence,True,Teraxyl - 2 en 1 - Dentifrice + Bain de Bouche - Non-Stop Fresh aux essences de Menthe,Dentifrice
3178041326445,1,skincare,shower cream,False,Caring Shower Cream Douche Crème Soin,
3178041328920,1,skincare,crème,False,Hydralist gel-crème désaltérant,
3181730076323,1,skincare,douche,False,sanex dermo kids douche et bain,
3181730201459,1,skincare,savon,True,savon au lait et aux amandes douces,Pains de toilette
3182611231466,1,skincare,savon,True,Savon de provence,
3182611234504,1,skincare,savon,True,savon de marseille,
3182611235112,1,skincare,savon,True,Savon de Marseille,
3182611351010,1,skincare,savon,True,Savon aux sels de la mer morte,
3183943607073,1,skincare,savon,True,Savon de marseille bicarbonate,
3221774788773,1,makeup,primer,True,a_supprimer_Revlon,
3222472766179,1,skincare,crème,False,Tonipharm Alodont Crème Fixative Appareil Dentaire 50 G,
3224056064596,3,haircare,gel coiffant,True,gel coiffant,
3245678561225,1,skincare,douche,False,lait de douche,
3245678561348,1,skincare,douche,False,Lait de douche,
3245678600078,1,skincare,crème,False,Crème lavande mains amande,
3245678612590,1,haircare,gel coiffant,True,Gel coiffant,
3245678622766,4,skincare,mousse à raser,True,Mousse à raser,Mousse à raser
3248140650397,3,haircare,volume,False,Baume Démêlant Après-Champooing Volume Brillance,
3250391438136,6,skincare,deodorant,True,Deodorant 24h,
3250391590087,1,skincare,douche,False,Bain & douche Hydrataion,
3250391609925,2,skincare,crème,False,Douche crème Vanille & beurre de Karité,
3250391813186,1,skincare,savon,True,Savon Amande douce,
3251241018485,8,skincare,crème,False,Crème mains Nutrition,
3251241047560,1,skincare,hydratant,False,Lait hydratant,
3253581087107,1,skincare,crème,False,Crème mains,
3253581109892,1,skincare,déodorant,False,Baux Stick Déodorant,
3253581120996,1,skincare,crème,False,crème mains nourrissante miel et karité,
3253581171677,3,skincare,crème,False,Crème main peux sèches,
3253581264096,1,skincare,lait corps,True,Lait Corps Verveine,
3253581285879,2,skincare,crème,False,Crème Pour Les Mains Au Beurre De Karité 30ML P. ..,
3253581318317,1,skincare,crème,False,Crème mains zeste de citron,
3253581321645,2,skincare,lip balm,True,Cherry Blossom Lip Balm,
3253581462256,1,skincare,crème,False,Néroli & Orchidée - Crème Mains - 30 ML - L'occitane En Provence,
3253581506684,4,skincare,shower cream,False,Body shower cream,
3253581535325,1,haircare,shampoo,True,Réparation intense - shampooing,
3254560527225,2,skincare,essence,True,Eau de cologne naturelle* aux essences naturelles,Eau de cologne
3256220516341,1,haircare,gel coiffant,True,"Gel Coiffant Fixation Extrme Acier By U, 250ml",
3256221415490,1,skincare,crème,False,"Crème Lavante Kids, Pompe De 250 Millilitres, Marque U",
3256221674293,1,skincare,nettoyant,True,Eau nettoyante,
3256224064541,1,skincare,déodorant,False,Déodorant soin Dermo Protecteur,
3256224353898,1,haircare,shampoo,True,shampooing sec doux by U,
3256224359395,1,skincare,nettoyant,True,Gel nettoyant visage,
3256224359449,1,skincare,anti-âge,False,Soin anti-âge jour,
3256224359548,1,haircare,cheveux,False,Shampoing doux jasmin et lait de riz cheveux ternes,
3256224363323,1,skincare,crème,False,Crème lavante,
3256224375234,1,skincare,déodorant,False,Déodorant parfumé divine passion,
3256225719167,1,skincare,crème,False,Gel mains antibactérien sans rinçage parfum crème de vanille,
3256225721009,4,haircare,cheveux,False,Gel lavant corps et cheveux,
3257984163673,1,skincare,creme,False,Creme lavante nourrissante ,
3258561640532,1,haircare,laque,True,Laque 300 Forte B. F,
3263855673332,1,skincare,savon,True,Crème Lavante Aux Savons De Marseille Et Huile d Olive,
3263855820514,1,skincare,mousse à raser,True,Mousse à raser,
3263856067413,1,skincare,creme,False,Creme anti age nuit,
3263856067512,1,skincare,hydratant,False,Creme hydratante jour,
3264680005343,1,skincare,crème,False,crème fraîche de beauté,
3264680007750,1,skincare,hydratant,False,Nuxe Kit Découverte Rêve De Miel Crème Mains Et Ongles 30ML + Stick Lèvres Hydratant,
3264680009488,1,skincare,lait corps,True,Prodigieux lait parfumé Lait corps sublimateur,
3264680009877,1,skincare,crème,False,crème raffermissante sublimatrice à l'extrait de cédrat de Corse et huile végétale,
3264680010460,2,skincare,crème,False,Crème détox anti-pollution et éclat - Bio Beauté,
3264680010491,1,skincare,douche,False,Nuxe Men Offre Découverte Douche Rasage Multifonctions,
3264680014871,1,skincare,essence,True,Lotion essence aquabella,
3266191024240,1,skincare,aloe vera,False,2en1 shampoing douche enrichi à l'aloe vera parfum pêche ,
3266670119122,3,skincare,uva,False,Huile aux Monoï 15 uva/uvb,
3273818841623,1,skincare,savon,True,SAVON TRADITIONNEL D'ALEP,
3273818841814,1,skincare,savon,True,Savon Fruits rouges givrés,
3282770030143,2,skincare,gel douche,True,Gel douche Surgras,
3282770038194,1,skincare,lait corps,True,Lait corps hydratant,
3282770038798,1,skincare,crème,False,Crème lavante nourrissante cold cream,Crème lavante
3282770072723,1,skincare,spf,False,Aderma Protect SPF50+ Fluide Très Haute Protection 40ML,
3282770072747,2,skincare,spf,False,Spray Protect Kids SPF50+,
3282770073812,1,skincare,gel douche,True,Klorane Gel Douche Surgras Mûre Mystère,
3282770074161,1,haircare,shampoo,True,Klorane Shampooing à L'extrait Essentiel D'olivier,
3282770074307,3,skincare,hydratant,False,Crème Hydratante Avène Pédiatril Sterile Cosmetics,Crème Hydratante
3282779024549,1,skincare,mousse à raser,True,mousse à raser,
3282779051392,1,skincare,hydratant,False,Masque apaisant hydratant,
3282779051514,1,skincare,cleanser,True,Gentle Milk Cleanser,
3282779058223,4,skincare,crème,False,crème de jour sans rinçage au beurre de mangue,crème hydratante pour cheveux
3282779061216,1,skincare,gel douche,True,René Furterer Initia Gel Douche Tonique 200ML,
3282779077118,4,skincare,gel douche,True,Gel douche surgras Oxygène,
3282779182416,1,skincare,déodorant,False,Déodorant très doux,
3282779226424,2,skincare,soothing,False,Aderma Derm'intim PH 8 Soothing Cleansing Gel 200ML (intimate Hygiene),
3282779268776,1,skincare,crème,False,Crème solaire,
3282779286800,1,skincare,gel douche,True,gel douche surgras jardin aquatique,
3282779300551,1,skincare,crème,False,Crème au Cold Cream Avène Pédiatril ,Visage & Corps 
3282779314350,1,haircare,cheveux,False,Furterer - Absolue Kératine Masque Renaissance Ultime Cheveux Ultra-abîmés Pot,
3282779326889,1,skincare,cleanser,True,Klorane Bebe Cleansing Micellar Water No Rinse Formula 750ML (cleanser),
3282779326988,1,makeup,poudre,False,Poudre de toilette protectrice,Poudre de toilette
3282779330091,1,haircare,shampoo,True,Extra Doux Shampooing Traitant Usage Fréquent - 400ML Ducray,
3282779331586,1,skincare,crème,False,RHEACALM,Crème apaisante riche
3282779352208,1,haircare,cheveux,False,Karité,"Concentré nutrition intense cheveux très secs,abîmes sans rinçage.."
3282779370660,1,skincare,hydratant,False,Ictyane stick hydratant,
3282779374620,1,skincare,spf,False,Crème solaire Enfant SPF 50+ Peaux sensibles & Visage,
3282779393232,1,skincare,moisturizing,False,Klorane Bébé Moisturizing Lotion 500 Ml.,
3282779411189,1,skincare,spf,False,Spray Solaire enfant au calendula protecteur SPF50+ visage et corps,
3283950911153,1,skincare,lait corps,True,Lait corps,
3283950914833,1,skincare,gommage,False,Gommage Argile,
3283950915038,1,skincare,crème,False,Crème protectrice bebe pour le change abricot,
3283950915311,1,skincare,crème,False,Crème Mains Anti-tâches Bio - 75 ML - Cattier,
3283950917704,1,skincare,lait corps,True,Lait corps,
3283950919166,2,skincare,crème,False,Cattier Bébé Liniment Lait Crème Pour Le Change,
3283950919203,2,skincare,hydratant,False,Cattier Bébé Crème Hydratante Hypoallergénique,
3283950920766,1,skincare,nettoyant,True,Lingettes nettoyantes bebe,
3284410027902,1,skincare,nettoyant,True,Gelée Nettoyante Et Purifiante - 200 ML - Melvita,
3284410036638,1,skincare,crème,False,Crème Mains Réconfortante Nectar De Miels - 75ML - Melvita,
3286010008985,1,haircare,shampoo,True,Biolane Shampooing Douceur  ,
3286010021007,1,skincare,déodorant,False,Déodorant,
3286010021243,1,skincare,cleanser,True,Body hair cleanser,
3286010021977,1,skincare,douche,False,NaturéMOI - Douche Lait Riz Bio / Milch-Dusche Mit Reis,
3286010031020,1,haircare,cheveux,False,Huile lavante apaisante corps et cheveux,
3286010031075,1,skincare,gel douche,True,Gel douche nourrissant,
3286010035387,1,haircare,gel coiffant,True,Gel coiffant,
3286011059702,4,skincare,cleanser,True,Body hair cleanser,
3287570401025,1,skincare,savon,True,Savon de Marseille liquide,
3287570402145,1,skincare,crème,False,Crème pour les mains,
3291960003416,1,skincare,pore,False,Lait corporel,
3326240023812,2,skincare,lait corps,True,Varens & Co N°09 Lait Corps 50 ML,
3334005020778,1,skincare,crème,False,Crème sublimatrice 2 en 1 mains et ongles,
3337871325220,1,skincare,serum,True,vichy Aqualia Serum,
3337872418587,3,skincare,moisturizing,False,lipkar Ap + Max triple repair moisturizing cream,
3337875201698,1,skincare,hydratant,False,Lait énergisant hydratant,
3337875398961,2,skincare,crème,False,Effaclar H Crème Lavante,
3337875542654,1,skincare,essence,True,Aua hypnotica. Essence botanique défatigante yeux & cils,
3337875543248,3,skincare,booster,True,Mineral 89,Daily Booster
3346470610347,1,skincare,crème,False,Crème remodelante corps sublime,Crème de soin
3346470610415,1,skincare,crème,False,Super Aqua-Crème - Gel Jour,
3346470611733,1,skincare,crème,False,Le Masque Orchidée Impériale,Crème de soin
3348070140019,2,makeup,poudre,False,Henné Color - Poudre Colorante Acajou - 100G,
3348070250206,1,haircare,cheveux,False,Beauté & Hygiène / Soins Des Cheveux / Colorations Naturelles,
3348901141628,1,haircare,curl,False,Diorshow iconic overcurl 684,
3350033025554,2,haircare,laque,True,Bain de bouche multi-protection antiplaque,Bain de bouche antiplaque
3350033025561,1,haircare,laque,True,Bain de bouche Multi-Protection Antiplaque,
3350033156678,1,haircare,laque,True,Laque fixation extra forte,
3350033186309,1,haircare,cheveux,False,gel lavant corps et cheveux pour bébé,
3350033188396,1,skincare,gel douche,True,Gel douche hydratant parfum citron,
3350033198562,1,skincare,crème,False,Crème lavante argan & karité,
3350033362123,1,skincare,nettoyant,True,Eau nettoyante,
3350900000233,1,skincare,hydratant,False,Crème hydratante a l' orange,
3351500001910,1,skincare,déodorant,False,Stick déodorant chrome,
3355999000652,1,skincare,mousse à raser,True,mousse à raser,
3361370640492,1,skincare,gel douche,True,Gel douche Fraîcheur d'eau,
3365000012659,1,skincare,savon,True,Savon De Marseille Liquide Starwax - Flacon Pompe 300 ML,
3373365002222,1,skincare,savon,True,Véritable savon liquide de Marseille,
3378872059882,1,haircare,volume,False,Outrageous volume,
3378872090748,1,makeup,vernis à ongles,True,Vernis à ongles Séphora - Lazy afternoon,
3378872099994,1,skincare,face mask,True,Sephora Collection Face Mask Green Tea 0.78 Oz,
3378872105992,1,skincare,hydratant,False,Crème main hydratante à la mangue,
3378872106005,1,skincare,hydratant,False,Crème mains hydratante,
3378872108207,1,skincare,hydratant,False,Emulsion hydratante tellement differente,
3378872112600,1,makeup,maquillage,True,palette de  maquillage ,
3378872112792,1,skincare,creme,False,Creme main wonderland,
3378872116479,1,makeup,poudre,False,Poudre de soleil irisee,
3380380048067,2,skincare,douche,False,Douche Des Familles - 1L - Douce Nature,
3380380052682,1,skincare,douche,False,douche sensitive hypoallergénique,
3380380061295,1,skincare,douche,False,Douche Douceur Des Iles - 1L - Douce Nature,
3380380071416,1,skincare,aloe vera,False,Déodorant à Bille Bio Aloe Vera ? ? Douce Nature,
3380810040227,1,skincare,anti-rides,False,Clarins Men  Anti-rides fermeté,
3380810040463,1,skincare,hydratant,False,Baume super hydratant Clarins Men,
3380810185249,5,makeup,primer,True,CLARINS SOS PRIMER 00 - Booste l'éclat ,
3380810232424,1,haircare,shampoo,True,ClarinsMen Shampooing Douche,
3380810553109,1,skincare,gommage,False,Gommage &quot;Tonic&quot; Corps,
3380813033103,3,skincare,rasage,False,ClarinsMen Lotion Après-Rasage,
3387101121207,2,haircare,shampoo,True,Shampooing Poils longs,
3400933495947,1,skincare,creme,False,Creme,
3400935598028,2,haircare,volume,False,Eau oxygénée 10 volumes,
3401320353857,2,skincare,nettoyant,True,Neostrata Skin Active Mousse Exfoliante Nettoyante 125 ML,
3401351322617,1,skincare,hydratant,False,Carmex Baume Hydratant Levres Tube,
3401353647930,1,skincare,mist,False,Bioderma Photoderm After Sun Intense Soothing Mist 125ML (after Sun),
3401397176274,1,haircare,shampoo,True,"Shampooing réparateur cheveux abîmés, cassants",
3401520717831,1,skincare,savon,True,Savon Liquide De Marseille Fleur D'oranger,
3401528509032,1,skincare,spf,False,Photoderm max spf50+,
3401543467126,1,haircare,cheveux,False,Dermassentiel Cheveux & Ongles,
3401547573908,2,skincare,crème,False,Crème philomiel,
3401562576519,1,skincare,crème,False,Bepanthen Protect,Crème pour le change
3401599487697,4,skincare,nettoyant,True,Bioderma Abcderm Lingettes Nettoyantes Visage Et Corps. BT,
3415900030502,1,skincare,crème,False,Crème jeunesse mains,
3430750035361,1,skincare,crème,False,Crème main amande douce,
3439496807195,1,skincare,creme,False,Creme lavante main glycerine,
3450270016725,2,skincare,exfoliant,False,Masque pieds en tissu exfoliant,
3450270025543,2,skincare,uva,False,Rêve de fleur Orchidée sauvage,Eau de parfum
3455270841209,2,skincare,douche,False,Shampoing-Douche Détente,
3455270842336,1,skincare,crème,False,Phytonorm Crème Hydra Douceur Au Souci Bio,
3464660000812,5,skincare,aloe vera,False,Lait plaisir du corps Aloe Vera 30%,
3466762056933,1,skincare,crème,False,Crème mains Coquelicot Lin (Je suis Malicieuse),
3468080007079,1,skincare,hydratant,False,Lait hydratant protecteur monoï de tahiti,
3468080100701,1,skincare,creme,False,Corinne De Farme Creme Ultra-Nourrissante 100Ml,
3468080404915,1,skincare,douche,False,Douche Soin Fraîcheur CORINNE DE FARME,
3474393013201,1,skincare,gel douche,True,Gel Douche Framboise-Grenade,
3474630219991,3,haircare,shampoo,True, Serie Expert Paris Silver Shampoo ,
3474630625129,3,haircare,volume,False,Techni Art - Full volume extra,
3474633002156,1,makeup,gloss,True,Gloss protect system,
3476130149150,1,skincare,spf,False,"Huile sèche au réa, bonzage intense, 50% monoï de tahiti. SPF0",
3478820044035,2,skincare,savon,True,Savon Recette D'Alep - Grand Format,
3486330099605,1,skincare,propolis,False,Spray Nasal Propolis 30 ML,
3489940035223,3,skincare,savon,True,Savon de beauté lavande au lait d'ânesse bio,Savon
3489940035278,1,skincare,pore,False,Lait Corporel Au Lait D'anesse + Huiles Essentielles - 500 ML - Cosmo Naturel,
3489940035315,1,skincare,savon,True,Savon Au Lait D'anesse + Miel Frais - 100 G - Cosmo Naturel,
3489940061413,1,skincare,douche,False,Shampoing douche bio,
3489940061598,1,haircare,shampoo,True,Gravier Bio Shampooing Douche Fruits D'ete,
3489940067026,1,skincare,pore,False,Lait D'anesse Bio Lait Corporel,
3489940070590,1,haircare,shampoo,True,Shampooing Douche Fruits D'été Bio - 1L - Ce'Bio,
3489940130027,1,skincare,crème,False,Crème de jour,
3504105025854,2,skincare,crème,False,Crème change,Soin bébé
3504105028596,3,haircare,shampoo,True,Mustela Shampooing Mousse Nourrisson,
3504105028671,1,skincare,crème,False,Crème nourrissante au cold cream,Soin bébé
3504105028947,1,skincare,crème,False,Stelatopia,Crème émolliente
3504105029029,1,skincare,creme,False,Mustela Stelatopia Creme Lavante,
3504105029937,2,haircare,cheveux,False,Mustela Gel Lavant Apaisant Corps & Cheveux ,
3504105029951,1,skincare,hydratant,False,Mustela Lait Hydratant Apaisant ,
3506770004134,1,skincare,spf,False,Crème visage Protection 100% Minérale SPF 50+,
3506770533153,1,skincare,spf,False,15 SPF moyenne protection au Monoï de Tahiti,
3508240202323,1,skincare,creme,False,Lierac Hydragenist Gel-creme Peaux Normales-mixtes Pot,
3511018800744,1,skincare,savon,True,Savon Liquide De Marseille Citron Menthe Le Comptoir Du Bain,
3511720121755,1,skincare,crème,False,Crème mains ilona,
3515450013601,2,skincare,deodorant,True,Bio Secure Pierre D'alun Grenade 50ML (deodorant),
3516170020825,1,skincare,douche,False,Petite douches de Provence aux huiles essentielles bio,
3517360003345,1,skincare,crème,False,Crème visage effet protecteur seconde peau,
3517360003673,2,skincare,nettoyant,True,Gel nettoyant purifiant,
3517360006100,1,skincare,hydratant,False,crème visage hydratante Amande douce,
3517360009767,2,skincare,gel douche,True,Natessance Gel Douche Jasmin,
3517360010978,1,skincare,nettoyant,True,Mousse nettoyante clarifiante,
3517360011425,2,skincare,gel douche,True,Natessance Gel Douche Argan Fleurs D'oranger,
3517360011456,1,skincare,crème,False,Crème De Douche Lait D'ânesse Camomille Sans Sulfates,
3517360012040,1,skincare,aloe vera,False,Hydra Aloe Vera,
3517360012859,1,skincare,gel douche,True,Gel douche,
3517360013788,1,makeup,contour,False,Eye contour,
3517360016161,1,haircare,shampoo,True,Shampooing Huile Ricin Et Jojoba - 250ML,
3518646026331,1,skincare,douche,False,Shampoing douche minoï de Tahiti,
3518646127014,1,skincare,scrub,False,Gilbertscrub,
3519590252289,1,skincare,savon,True,Savon Liquide,
3522930000693,5,skincare,gel douche,True,Caudalie Gel douche fleur de vigne,
3522930000785,1,skincare,body lotion,True,CAUDALIE Nourishing Body Lotion,
3522930001096,1,skincare,hydratant,False,Crème sorbet hydratante,
3522931030798,1,skincare,crème,False,crème gourmande,
3532662030004,1,makeup,mascara,True,Mascara allongeant,
3532678326221,2,makeup,poudre,False,Poudre dentaire blanchissante,
3537090011304,1,skincare,savon,True,Savon Liquide Neutre,
3537090016279,1,haircare,cheveux,False,Gel lavant corps et cheveux,
3538394920026,2,skincare,gel douche,True,Gel Douche Protecteur à L'Olive - 1L - Coslys,
3538394920231,1,haircare,cheveux,False,Beauté & Hygiène / Soins Des Cheveux / Shampoing Cheveux Gras,
3538394920279,1,skincare,visage,False,150ML Cosmousse Visage,
3538396121100,2,haircare,gel coiffant,True,Gel Coiffant,
3538396251104,1,skincare,hydratant,False,Masque hydratant,
3545230141347,1,makeup,maquillage,True,Miss Cop Palette De Maquillage 30 Couleurs,
3548752085328,1,makeup,fond de teint,True,Fond de teint couvrance invisible - R330,
3549620007640,4,skincare,crème,False,Crème Douche Extra douce Lait D'amande Hypoallergénique,
3549620008289,1,skincare,crème,False,"Crème De Soin Sans Rinçage Aux Huiles D'olive, Karité Argan - Cheveux Secs Et Abîmés",
3549620011623,1,skincare,hydratant,False,Crème mains Hydratante l'huile d'olive  Fluide & non grasse,
3549620033007,1,skincare,crème,False,Crème mains nourrissante,
3549629000369,2,skincare,crème,False,Crème corps réparatrice ,
3551780120053,1,skincare,gel douche,True,gel douche,
3551780820168,2,skincare,savon,True,savon de marseille liquide a l'orange confite,
3558421015006,1,skincare,savon,True,Savon Liquide De Marseille - Bio,
3560070624201,1,skincare,douche,False,Huile de douche richesse nutritive  à l'huile d'argan,Huile de douche
3560070743209,1,skincare,nettoyant,True,Spray nettoyant ,
3560070881406,3,skincare,creme mains,True,Creme mains réparatrice,
3560070885251,3,haircare,laque,True,Laque fixation normale,
3560071010430,1,skincare,gel douche,True,gel douche au monoï de Tahiti,
3564700091432,1,haircare,shampoo,True,"Shampooing Soin Volumateur, 250 Millilitres",
3564700213346,1,haircare,volume,False,Alcool à 70% volume au camphre,
