code,imgid,pred,keyword,strong,product_name_text,generic_name_text
0884486282453,2,haircare,shampoo,True,Raw Uplift Shampoo,
0890397002684,1,skincare,sunscreen,True,SPF 50+ sunscreen for healthier babies,
0890397002790,1,skincare,sunscreen,True,SPF 50+ sunscreen for healthier athletes,
09597761,1,makeup,mascara,True,longeyes+ Active Mascara,
15681132,2,skincare,deodorant,True,Cedrat stick deodorant,
2023730999992,1,skincare,body cream,True,Go With The Flow Body Cream,
20477127,1,skincare,shower gel,True,Orange Shower Gel,
20696443,1,makeup,primer,True,SUPPRIMER,
20978464,1,haircare,shampoo,True,Après shampooing fantastic volume,
22136473,1,haircare,shampoo,True,Shampoo Mandelmilch,
24047357,1,haircare,shampoo,True,Shampooing Classic,
2601010701505,1,haircare,shampoo,True,Shampooing soin clarifiant,
26015682,1,makeup,primer,True,SUPPRIMER,
27041499,3,skincare,savon,True,Savon liquide anti bactérien ,
27044759,1,skincare,deodorant,True,Deodorant Aldi MARE for Men,
30095298,1,makeup,vernis à ongles,True,Vernis à ongles,
3010354000011,1,skincare,savon,True,Savon de marseille,
30136304,1,makeup,vernis à ongles,True,Vernis à ongles,
3052503602318,1,makeup,anticernes,True,bourjois happy light anticernes ultra unifiant ,
3052503702124,1,makeup,mascara,True,mascara Twist up the Volume,
3052503757438,1,makeup,blush,True,Bourjois blush rose ambré 74,
3052505240211,1,makeup,eye shadow,True,Frosty eye shadow - ombre à paupières,
3058320047042,1,skincare,lait corps,True,Mixa Intensif peaux sèches lait corps réparateur ,
3058320060010,1,haircare,gel coiffant,True,Vivelle DOP Gel coiffant aux vitamines fixation forte,
3140100149241,3,makeup,blush,True,Blush Satiné,
3140100366525,1,haircare,shampoo,True,Shampooing expert anti pelliculaire,
3141380352642,1,skincare,lait corps,True,Lait corps extra-nourissant,
3165830003304,1,skincare,savon,True,Savon miel propolis,
3178041308793,2,skincare,essence,True,Teraxyl - 2 en 1 - Dentifrice + Bain de Bouche - Non-Stop Fresh aux essences de Menthe,Dentifrice
3181730201459,1,skincare,savon,True,savon au lait et aux amandes douces,Pains de toilette
3182611231466,1,skincare,savon,True,Savon de provence,
3182611234504,1,skincare,savon,True,savon de marseille,
3182611235112,1,skincare,savon,True,Savon de Marseille,
3182611351010,1,skincare,savon,True,Savon aux sels de la mer morte,
3183943607073,1,skincare,savon,True,Savon de marseille bicarbonate,
3221774788773,1,makeup,primer,True,a_supprimer_Revlon,
3224056064596,3,haircare,gel coiffant,True,gel coiffant,
3245678612590,1,haircare,gel coiffant,True,Gel coiffant,
3245678622766,4,skincare,mousse à raser,True,Mousse à raser,Mousse à raser
3250391438136,6,skincare,deodorant,True,Deodorant 24h,
3250391813186,1,skincare,savon,True,Savon Amande douce,
3253581264096,1,skincare,lait corps,True,Lait Corps Verveine,
3253581321645,2,skincare,lip balm,True,Cherry Blossom Lip Balm,
3253581535325,1,haircare,shampoo,True,Réparation intense - shampooing,
3254560527225,2,skincare,essence,True,Eau de cologne naturelle* aux essences naturelles,Eau de cologne
3256220516341,1,haircare,gel coiffant,True,"Gel Coiffant Fixation Extrme Acier By U, 250ml",
3256221674293,1,skincare,nettoyant,True,Eau nettoyante,
3256224353898,1,haircare,shampoo,True,shampooing sec doux by U,
3256224359395,1,skincare,nettoyant,True,Gel nettoyant visage,
3258561640532,1,haircare,laque,True,Laque 300 Forte B. F,
3263855673332,1,skincare,savon,True,Crème Lavante Aux Savons De Marseille Et Huile d Olive,
3263855820514,1,skincare,mousse à raser,True,Mousse à raser,
3264680009488,1,skincare,lait corps,True,Prodigieux lait parfumé Lait corps sublimateur,
3264680014871,1,skincare,essence,True,Lotion essence aquabella,
3273818841623,1,skincare,savon,True,SAVON TRADITIONNEL D'ALEP,
3273818841814,1,skincare,savon,True,Savon Fruits rouges givrés,
3282770030143,2,skincare,gel douche,True,Gel douche Surgras,
3282770038194,1,skincare,lait corps,True,Lait corps hydratant,
3282770073812,1,skincare,gel douche,True,Klorane Gel Douche Surgras Mûre Mystère,
3282770074161,1,haircare,shampoo,True,Klorane Shampooing à L'extrait Essentiel D'olivier,
3282779024549,1,skincare,mousse à raser,True,mousse à raser,
3282779051514,1,skincare,cleanser,True,Gentle Milk Cleanser,
3282779061216,1,skincare,gel douche,True,René Furterer Initia Gel Douche Tonique 200ML,
3282779077118,4,skincare,gel douche,True,Gel douche surgras Oxygène,
3282779286800,1,skincare,gel douche,True,gel douche surgras jardin aquatique,
3282779326889,1,skincare,cleanser,True,Klorane Bebe Cleansing Micellar Water No Rinse Formula 750ML (cleanser),
3282779330091,1,haircare,shampoo,True,Extra Doux Shampooing Traitant Usage Fréquent - 400ML Ducray,
3283950911153,1,skincare,lait corps,True,Lait corps,
3283950917704,1,skincare,lait corps,True,Lait corps,
3283950920766,1,skincare,nettoyant,True,Lingettes nettoyantes bebe,
3284410027902,1,skincare,nettoyant,True,Gelée Nettoyante Et Purifiante - 200 ML - Melvita,
3286010008985,1,haircare,shampoo,True,Biolane Shampooing Douceur  ,
3286010021243,1,skincare,cleanser,True,Body hair cleanser,
3286010031075,1,skincare,gel douche,True,Gel douche nourrissant,
3286010035387,1,haircare,gel coiffant,True,Gel coiffant,
3286011059702,4,skincare,cleanser,True,Body hair cleanser,
3287570401025,1,skincare,savon,True,Savon de Marseille liquide,
3326240023812,2,skincare,lait corps,True,Varens & Co N°09 Lait Corps 50 ML,
3337871325220,1,skincare,serum,True,vichy Aqualia Serum,
3337875542654,1,skincare,essence,True,Aua hypnotica. Essence botanique défatigante yeux & cils,
3337875543248,3,skincare,booster,True,Mineral 89,Daily Booster
3350033025554,2,haircare,laque,True,Bain de bouche multi-protection antiplaque,Bain de bouche antiplaque
3350033025561,1,haircare,laque,True,Bain de bouche Multi-Protection Antiplaque,
3350033156678,1,haircare,laque,True,Laque fixation extra forte,
3350033188396,1,skincare,gel douche,True,Gel douche hydratant parfum citron,
3350033362123,1,skincare,nettoyant,True,Eau nettoyante,
3355999000652,1,skincare,mousse à raser,True,mousse à raser,
3361370640492,1,skincare,gel douche,True,Gel douche Fraîcheur d'eau,
3365000012659,1,skincare,savon,True,Savon De Marseille Liquide Starwax - Flacon Pompe 300 ML,
3373365002222,1,skincare,savon,True,Véritable savon liquide de Marseille,
3378872090748,1,makeup,vernis à ongles,True,Vernis à ongles Séphora - Lazy afternoon,
3378872099994,1,skincare,face mask,True,Sephora Collection Face Mask Green Tea 0.78 Oz,
3378872112600,1,makeup,maquillage,True,palette de  maquillage ,
3380810185249,5,makeup,primer,True,CLARINS SOS PRIMER 00 - Booste l'éclat ,
3380810232424,1,haircare,shampoo,True,ClarinsMen Shampooing Douche,
3387101121207,2,haircare,shampoo,True,Shampooing Poils longs,
3401320353857,2,skincare,nettoyant,True,Neostrata Skin Active Mousse Exfoliante Nettoyante 125 ML,
3401397176274,1,haircare,shampoo,True,"Shampooing réparateur cheveux abîmés, cassants",
3401520717831,1,skincare,savon,True,Savon Liquide De Marseille Fleur D'oranger,
3401599487697,4,skincare,nettoyant,True,Bioderma Abcderm Lingettes Nettoyantes Visage Et Corps. BT,
3474393013201,1,skincare,gel douche,True,Gel Douche Framboise-Grenade,
3474630219991,3,haircare,shampoo,True, Serie Expert Paris Silver Shampoo ,
3474633002156,1,makeup,gloss,True,Gloss protect system,
3478820044035,2,skincare,savon,True,Savon Recette D'Alep - Grand Format,
3489940035223,3,skincare,savon,True,Savon de beauté lavande au lait d'ânesse bio,Savon
3489940035315,1,skincare,savon,True,Savon Au Lait D'anesse + Miel Frais - 100 G - Cosmo Naturel,
3489940061598,1,haircare,shampoo,True,Gravier Bio Shampooing Douche Fruits D'ete,
3489940070590,1,haircare,shampoo,True,Shampooing Douche Fruits D'été Bio - 1L - Ce'Bio,
3504105028596,3,haircare,shampoo,True,Mustela Shampooing Mousse Nourrisson,
3511018800744,1,skincare,savon,True,Savon Liquide De Marseille Citron Menthe Le Comptoir Du Bain,
3515450013601,2,skincare,deodorant,True,Bio Secure Pierre D'alun Grenade 50ML (deodorant),
3517360003673,2,skincare,nettoyant,True,Gel nettoyant purifiant,
3517360009767,2,skincare,gel douche,True,Natessance Gel Douche Jasmin,
3517360010978,1,skincare,nettoyant,True,Mousse nettoyante clarifiante,
3517360011425,2,skincare,gel douche,True,Natessance Gel Douche Argan Fleurs D'oranger,
3517360012859,1,skincare,gel douche,True,Gel douche,
3517360016161,1,haircare,shampoo,True,Shampooing Huile Ricin Et Jojoba - 250ML,
3519590252289,1,skincare,savon,True,Savon Liquide,
3522930000693,5,skincare,gel douche,True,Caudalie Gel douche fleur de vigne,
3522930000785,1,skincare,body lotion,True,CAUDALIE Nourishing Body Lotion,
3532662030004,1,makeup,mascara,True,Mascara allongeant,
3537090011304,1,skincare,savon,True,Savon Liquide Neutre,
3538394920026,2,skincare,gel douche,True,Gel Douche Protecteur à L'Olive - 1L - Coslys,
3538396121100,2,haircare,gel coiffant,True,Gel Coiffant,
3545230141347,1,makeup,maquillage,True,Miss Cop Palette De Maquillage 30 Couleurs,
3548752085328,1,makeup,fond de teint,True,Fond de teint couvrance invisible - R330,
3551780120053,1,skincare,gel douche,True,gel douche,
3551780820168,2,skincare,savon,True,savon de marseille liquide a l'orange confite,
3558421015006,1,skincare,savon,True,Savon Liquide De Marseille - Bio,
3560070743209,1,skincare,nettoyant,True,Spray nettoyant ,
3560070881406,3,skincare,creme mains,True,Creme mains réparatrice,
3560070885251,3,haircare,laque,True,Laque fixation normale,
3560071010430,1,skincare,gel douche,True,gel douche au monoï de Tahiti,
3564700091432,1,haircare,shampoo,True,"Shampooing Soin Volumateur, 250 Millilitres",
3564700389232,1,skincare,nettoyant,True,Eau nettoyante hydratante,
3564700667781,1,skincare,mousse à raser,True,Mousse à raser,
3564700716717,1,skincare,gel douche,True,Carré Homme - Gel Douche Séduction / Duschgel For Men Verführung,
3567730300376,1,haircare,shampoo,True,Shampooing Douche Provence - 1 L - Dermaclay,
3574660156324,1,skincare,nettoyant,True,Visibly Clear gel nettoyant exfoliant douceur,
3574660618440,1,skincare,nettoyant,True,Eau nettoyante,
3574661012582,1,skincare,gel douche,True,Gel douche flor de laranjeira,
3574661039732,1,skincare,nettoyant,True,Visibly clear shine & pore gel nettoyant matifiant,
3574661184128,1,skincare,lait corps,True,Lait corps,
3574661185699,1,skincare,nettoyant,True,Visible clear spot control gel nettoyant,
3574661193137,2,skincare,gel douche,True,Gel douche cheveux et corps Menthe et Agrumes,
3583262404719,4,skincare,nettoyant,True,Gel Nettoyant Purifiant,
3593290027217,1,skincare,lait corps,True,Lait corps fleur de jasmin,
3596209936310,5,skincare,lait corps,True,Lait corps vivifiant Citrus,
3596710177479,1,skincare,mousse à raser,True,Mousse à raser Auchan,
3596710190980,1,skincare,mousse à raser,True,Mousse à raser hydratante a l'allantoïne,
3596710191116,1,skincare,mousse a raser,True,Mousse a raser peaux fragiles,
3600520461427,1,makeup,fond de teint,True,Fond de teint accord parfait,
3600521625262,2,haircare,shampoo,True,Elvive Energizzante Shampoo Delicato Citrus.Cr,
3600522081906,1,makeup,bb cream,True,BB Cream / CC Cream Nude Magique BB Cream,
3600522727941,2,haircare,shampoo,True,Elvital Soin Defense Schützendes Sommer-Shampoo,
3600522838906,1,makeup,fond de teint,True,Accord parfait - Fond de teint fondant unifiant perfecteur,
3600523161522,1,makeup,fond de teint,True,Fond De Teint Cushion Nude Magique,
3600523176168,1,makeup,blush,True,Blush Sculpt,
3600523232499,1,skincare,gel douche,True,Gel douche bois agrumes,
3600523426492,1,haircare,shampoo,True,Shampooing apaisant Phytoclear Antipelliculaire,
3600530768424,1,makeup,fond de teint,True,Dream nude mousse fond de teint ,
3600540569035,1,makeup,bronzer,True,Natural. Bronzer,
3600540809902,1,haircare,shampoo,True,Shampooing ,
3600541660489,1,haircare,shampoo,True,Garnier Fructis Shampoo,
3600541933927,1,skincare,gel douche,True,Gel douche Miel,
3600542023870,1,haircare,shampoo,True,Wahre Schätze Shampoo Grüner Tee,
3600550518054,1,haircare,gel coiffant,True,Gel coiffant aux vitamines ,
3600550944341,1,haircare,laque,True,Eclat laque,
3600550945010,1,haircare,shampoo,True,Shampooing à l'huile d'argan,
3605970754099,1,skincare,sunscreen,True,Kiehls - Sunscreen #mineral,
3605971345746,1,skincare,cleanser,True,Kiehl's Blue Herbal Blemish Cleanser Treatment,
3605971764141,1,skincare,micellar,True,herbal infused micellar cleansing water,
3610340008672,1,haircare,hair mask,True,Dark & Amla Legend Deep TreatmentHair Mask,
3614271567765,3,makeup,mascara,True,Mascara volume effet faux cils ,
3660005129419,1,skincare,hand cream,True,Yves Rocher Candied Orange & Almond Hand Cream,
3660005152486,1,skincare,hand cream,True,Blackberries Hand Cream,
3660005386164,1,skincare,gel douche,True,Gel douche gommant canneberge et amande,
3660005423081,1,skincare,gel douche,True,gel douche fleur de tiaré ylang-ylang,
3660005438542,1,skincare,serum,True,Serum végétal rides & éclat roll-on illuminateur regard,
3660005562117,1,skincare,nettoyant,True,sensitive végétal crème nettoyante démaquillante ,
3660005570075,1,skincare,nettoyant,True,seb végétal gel nettoyant ,
3660005770826,1,skincare,serum,True,Serum végétal rides & éclat Nuit,
3660005780313,1,skincare,savon,True,Savon exfoliant energisant,
3660005788616,1,skincare,nettoyant,True,Nettoyant démaquillant surgras,
3660005843711,1,skincare,gel douche,True,Gel douche concentré,
3661434000423,2,skincare,cleanser,True,Uriage 1ere Eau No Rinsing Cleanser  (cleanser),
3661434002335,1,skincare,nettoyant,True,xémose huile nettoyants apaisante ,
3661467002227,3,skincare,booster,True,Sérum Booster à l’Acide Hyaluronique,
3661467002234,1,skincare,booster,True,Booster vitamine C,
3661467002326,2,skincare,nettoyant,True,Nettoyant lacté,
3661596986405,1,haircare,shampoo,True,Shampooing cheveux colorés,
3662076019002,1,skincare,mousse à raser,True,Mousse à raser peaux sensibles,
36623846,1,makeup,fond de teint,True,Fond de teint hydratant,
3700281702040,1,skincare,nettoyant,True,Gel nettoyant surgras,
3700479107244,2,skincare,savon,True,Savon d'alep alepia,Savon d'Alep
3700479110138,1,haircare,shampoo,True,Shampooing d'Alep Original à l'huile de Nigelle ,
3700599200917,1,skincare,savon,True,Savon extra doux,
3700599201037,1,skincare,savon,True,Savon Miel Pamplemousse Orange Douce,
3700599201105,1,haircare,shampoo,True,Shampooing Douche,
3700599201266,1,skincare,savon,True,Savon extra doux,
3700599201389,2,skincare,savon,True,savons nourrissants et surgras amande et miel,
3700601503319,1,skincare,savon,True,La maison du savon de marseille,
3700601504378,1,skincare,savon,True,Savon noir liquide,
3700668700225,2,skincare,nettoyant,True,Eau nettoyante hypoallergénique,
3700743357801,1,makeup,primer,True,face primer,
3701120000266,1,skincare,serum,True,Hair serum,
3760013822477,2,skincare,lait corps,True,Lait corps pour tous,
3760062882255,1,skincare,savon,True,Savon liquide de Marseille,
3760075070045,1,skincare,nettoyant,True,Alphanova Bébé Eau Nettoyante,
3760087903539,1,skincare,savon,True,3 savonnettes naturelles à l'abricot,
3760089422823,3,skincare,lait corps,True,Lait corps centella,
3760099594367,1,skincare,nettoyant,True,Bébé Cadum Lait de Toilette Nettoyant et Hydratant ,
3760100173079,1,haircare,shampoo,True,Shampooing protecteur douceur d'amande,
3760100682717,2,haircare,shampoo,True,Shampooing argan,
3760117511444,1,haircare,shampoo,True,Après-shampooing thé vert bio & huile essentielle de citron,
3760135010035,1,skincare,cleanser,True,Advanced cleanser,
3760141877462,1,haircare,shampoo,True,Shampooing purifiant,
3760162120424,1,skincare,savon,True,MKL Savon De Marseille the Vert 1 Litre,
3760163291338,1,skincare,savon,True,Sapophile,Savon surgras
3760172446583,1,skincare,gel douche,True,Gel Douche Karité Format Familial 1 Litre - Bio Seasons,
3760172620242,1,haircare,shampoo,True,Shampooing Les TINCTORIAUX,
3760182264511,1,haircare,shampoo,True, shampooing douche,
3760189190066,2,skincare,savon,True,Savon surgras bio au lait de chèvre alpine ,Savon surgras
3760230250022,1,skincare,savon,True,Savon noir MULTI usage,
3760230251265,1,skincare,savon,True,Savon noir bain douche à l'huile d'olive bio,
3770000175271,1,haircare,shampoo,True,Poil à degratter shampooing doux ultra apaisant ,
3770005171100,1,skincare,savon,True,Savon d'Alep,
3770005798062,1,skincare,savon,True,Savon à Froid Le Suisse Neutre 100GR Clémence Et Vivien,
3770006098116,1,skincare,savon,True,Savon,
4001638075107,2,haircare,shampoo,True,Weleda Kids Douche & Shampooing 2-en-1 Citron Vert Pétillant,
4005800636516,1,skincare,mousse à raser,True,Mousse à raser,
4005808825462,1,skincare,lait corps,True,Nivea lait corps douche ,
4005808891641,6,skincare,deodorant,True,Deodorante Talc sensation,
4005900273994,1,skincare,nettoyant,True,Nivea Baby Lait Nettoyant,
4010355141859,1,haircare,shampoo,True,babylove shampoo,
4015000995030,1,skincare,gel douche,True,fa men - Attraction force,gel douche
4017645011243,3,makeup,nail polish,True,Natural nail polish remover,
4021457607914,1,haircare,shampoo,True,Organic Aloe Vera wash lotion & shampoo,
4021457614233,1,skincare,savon,True,Savon liquide,
4021457620005,2,haircare,shampoo,True,Shampooing éclat & Souplesse Bio Fleurs De Mauve & Extrait De Perle - 250ML - Lavera Hair,
4021457621538,1,skincare,nettoyant,True,nettoyant gommage masque,
4040218130065,2,haircare,shampoo,True,Methode Sensitive Lipokerine E,shampooing concentré pour cuirs chevelus sensibles
4045787387773,1,haircare,shampoo,True,Osis+ shampooing sec gainant,
4051089883110,1,haircare,shampoo,True,Shower + Shampoo,
4084500128880,2,haircare,shampoo,True,Clearly Naked Moisture Shampoo,
4084500272088,1,haircare,shampoo,True,H&S shampoo,
4103040019448,1,haircare,shampoo,True,Antischuppen Shampoo,
4260198091754,1,skincare,body lotion,True,Body lotion,
4260198091907,3,skincare,hand cream,True,hand cream classic -sensitive,
4305615481593,1,skincare,serum,True,Q10 Lifting Serum,
4335896491806,1,haircare,shampoo,True,Baby mildes Shampoo,
4389554945958,1,haircare,shampoo,True,DOP shampooing aux oeufs,
4511413501511,4,skincare,cleansing oil,True,Deep Cleansing Oil,
4710094102998,1,skincare,body wash,True,Dove gentle exfoliating body wash,
4901872895830,1,haircare,shampoo,True,Super mild shampoo,
4902430574051,2,skincare,cleanser,True,Revitalising Cream Cleanser,
5022545078448,2,haircare,conditioner,True,Disney Frozen Conditioner,
5028197121990,1,makeup,bb cream,True,The Body Shop Vitamin E Cool BB Cream,
5028197479534,1,skincare,shower gel,True,Coconut Bath Shower Gel / Cream,
5028197527204,3,skincare,gel douche,True,Gel douche virgin mojito,
5028197751418,3,makeup,foundation,True,Mate clay skin clarifiying foundation,
5045498902158,1,makeup,blush,True,My Burberry - Blush - Eau de Parfum,
5055586604970,1,haircare,conditioner,True,Conditioner,
5060110223718,1,makeup,primer,True,SUPPRIMER,
5060120165794,1,haircare,conditioner,True,Kératine Classic conditioner,
5060176673458,3,skincare,face mask,True,Face mask virgin olive oil,
5099821001261,2,skincare,body butter,True,Hawaiian Tropic Aftersun Body Butter Exotic Coconut,
5163913807403,1,haircare,shampoo,True,Shampooing douche energisant,
5201109623632,1,haircare,shampoo,True,Olivia Classic Shampoo Droog Haar,
5203069043260,2,skincare,gel douche,True,gel douche figue,
5203069066139,1,skincare,nettoyant,True,emulsion nettoyante thé de l'Olympe,
5283157084559,2,haircare,shampoo,True,Amika Bust Your Brass Cool Blonde Shampoo Sea Buckthorn Berry (Obliphica),
5410091718329,3,haircare,shampoo,True,Shampoo,
5410443814501,1,makeup,primer,True,SUPPRIMER,
5413525201107,1,haircare,shampoo,True,Shampooing lavande,
5413525211106,1,skincare,gel douche,True,Shampooing gel douche romarin,
6291100410088,2,haircare,shampoo,True,Henna shampoo,
6903148213469,1,haircare,shampoo,True,Shampoo,
6907376501299,1,haircare,shampoo,True,Baby shampoo,
6920177917489,1,haircare,conditioner,True,Hydro Collagen Conditioner,
6928820029572,5,skincare,micellar,True,Garnier Skin Naturalis Micellar Cleansing Water All-in-1,
6942074216533,1,skincare,hand cream,True,Collagen by watsons - moisturising and firming hand cream,hand cream
72789254,1,haircare,shampoo,True,Syoss Repair Shampoo,
7630028604947,1,skincare,body lotion,True,Body lotion ,
7790010915199,1,haircare,shampoo,True,Gohmso's baby shampoo,
7891150033580,1,haircare,shampoo,True,Shampoo tresemme oil radiante 400ml,
7899572806164,1,makeup,mascara,True,mascara CPA Lola cosmetics,
8001090328809,1,skincare,essence,True,Herbal Essences,
8011502006713,1,skincare,nettoyant,True,Lingettes nettoyantes avec eau active d’orange douce et extrait de ficus,
8420649140073,1,skincare,lotion corporelle,True,Lotion corporelle,
8431876069952,1,skincare,nettoyant,True,Baby Lingette Bebe Eco Recharge Rectangulaire 72ctnettoyant Et Adoucissant Epaisse Aloe Vera,
8710447250686,5,skincare,gel douche,True,Dove Gel Douche Coco,Gel Douche
8710447274651,3,skincare,gel douche,True,Dove Gel Douche Mousse Peau Sensible 24h Douceur Pompe,Gel Douche Mousse
8710908238482,1,haircare,laque,True,Timotei Laque Volume de Reve,Laque Capillaire
8710908445699,1,skincare,gel douche,True,Axe Sacoche Eau de Toilette Déodorant Gel Douche Black x1,Axe sacoche 3p black
8711231103485,2,haircare,shampoo,True,Shampooing pour peaux irritées,
8711231150229,1,haircare,shampoo,True,Shampooing pour chien ,
8711341465022,2,haircare,laque,True,Bain de Bouche Anti Plaques,
8711600954595,1,skincare,mousse à raser,True,Williams expert Gel Peau sensible,Mousse à Raser Gel
8711700917759,1,haircare,shampoo,True,Shampooing Blond Lumière 0% Parabens,
8712561013215,1,haircare,shampoo,True,Shampooing Blond Lumière - Timotei,
8712561631112,1,skincare,body wash,True,Dove Purely Pampering Coconut Milk With Jasmine Petals Nourishing Body Wash,
8712561772075,2,skincare,gel douche,True,Dove Gel Douche Amande et Hibiscus,Gel Douche
8714100011379,1,skincare,micellar,True,Simple Shower Gel Micellar Water,
8714319174605,1,skincare,shower gel,True,Zen White Lotus,Foaming Shower Gel
8714789999203,1,skincare,lait corps,True,DermoRestore lait corps ,
8715342021744,1,skincare,hand cream,True,Vitamine e hand cream,
8716716054856,1,skincare,body cream,True,Rituals Ultra Rich Whipped Body Cream Touch of Happiness,
8718951153547,1,skincare,gel douche,True,Gel douche passion,
8718951156838,1,skincare,gel douche,True,Gel Douche - Coco Nourrissante,
8719238000554,1,skincare,micellar,True,Micellar Cleansing Water,
8733311216304,1,makeup,eyeshadow,True,24 eyeshadows palette,
8850006493151,1,haircare,shampoo,True,Shampoo,
8858971800035,2,skincare,body lotion,True,Face & body lotion Coconut Aloe Vera,
8888300281082,1,skincare,hand soap,True,Kirei Kirei Antibacterial Foaming Hand Soap,
8901138836153,1,haircare,hair cream,True,Himalaya protein hair cream,
8906015080605,2,skincare,savon,True,Savon Ayurveda,
8908007288730,1,haircare,hair wax,True,Gabru hair wax,
9192292141316,1,skincare,body cream,True,go with the flow Body Cream,
9327693004438,3,skincare,serum,True,facial recovery serum,
9341571002552,1,haircare,shampoo,True,Goats milk shampoo,
9427182008708,1,skincare,nettoyant,True,Crème nettoyant visage ,
9557327003845,1,haircare,shampoo,True,Baby shampoo,
96148402,17,skincare,savon,True,Monsavon Déodorant Femme Spray Compressé Vanille Toute Délicate 100ml,Déodorant
96169322,3,skincare,lip balm,True,Organic help speed oil lip balm,
3600550928013,1,haircare,shampoo,True,Shampooing très doux à la betterave,
3596490001827,8,skincare,savon,True,Savon surgras extra-doux,
3600550809619,1,skincare,savon,True,Mixa dry skin expert,Savon douche
3256220691321,6,skincare,mousse à raser,True,Mousse à raser peaux sensibles by U homme,
3574661368528,1,skincare,nettoyant,True,Gel micellaire nettoyant,
3600550135732,3,haircare,shampoo,True,Shampooing,
4025089071112,1,makeup,mascara,True,Mascara volume sensation,
3596490000288,1,skincare,savon,True,Savon sur gras extra-doux visage/corps,
3579481412611,2,makeup,lipstick,True,Magic lipstick,
8806173507207,3,skincare,hand cream,True,Jeju lotus hand cream,
4250947564257,1,makeup,blush,True,essence mosaic blush,
3245678612682,1,skincare,deodorant,True,Deodorant voluptuous time,
4021457613793,1,skincare,savon,True,Savon pour les mains,
8901030640575,1,makeup,foundation,True,Argan oil serum foundation spf45,
3380390900690,1,skincare,savon,True,Savon de Marseille,
8710908627323,1,skincare,essence,True,Derma Spa - Nutri essence 3,
9321299200065,1,skincare,sunscreen,True,Ultra extra care sunscreen,
3273818841616,2,skincare,savon,True,Savon traditionnel d'Alep,
0769915190762,1,makeup,primer,True,Primer fixateur à base de silicone,
4305615543772,4,haircare,shampoo,True,Washgel and shampoo,
30156487,1,skincare,creme mains,True,Creme mains nourissante aromatique,
5028197449285,1,skincare,body butter,True,Body butter,
3365000210642,1,skincare,savon,True,Savon noir,
3298651710516,1,skincare,savon,True,Savon liquide de Marseille,
2010055300299,1,skincare,gel douche,True,LE GEL DOUCHE Cactus/Citron vert,
8718951156593,1,skincare,gel douche,True,Gel douche,
3522930001966,1,skincare,gel douche,True,Caudalie gel douche,
8436097093571,1,skincare,gel douche,True,Gel douche,
3284410017279,2,skincare,savon,True,savon extra riche,
8719238009465,1,skincare,shower gel,True,Oil shower gel,
